orgName,siteName,siteId,monitorBrand,monitorType,monitorName,monitorId,assetType,assetModel,assetSn,dcSize,acSize,diagnoId,installDate,faultCode,faultName,faultStartdate,faultEnddate,
Woolworths,BWS NSW 1711 Riverstone,1138509,sungrow,Proprietary,BWS NSW 1711 Riverstone,1138509_1_2_1,Inverter,SG50CX,A2192201741,51.99,50000,1138509_1_2_1,2022-03-28 13:31:17,L1S001,Exemplar Data AC,2023/01/09,2023/01/09,
Woolworths,BWS NSW 1999 Culburra Beach,001abe56-d160-4d26-b639-fcb226088ccd,sma,Proprietary,BWS NSW 1999 Culburra Beach,12fb3d52-5e7e-44d2-95eb-735eed146678,Inverter,STP 15000TL-30,1901319904,15.41,15000,12fb3d52-5e7e-44d2-95eb-735eed146678,2019-04-09 0:00:00,L1S001,Exemplar Data AC,2022/11/20,2022/11/20,
Woolworths,BWS NSW 1999 Culburra Beach,001abe56-d160-4d26-b639-fcb226088ccd,sma,Proprietary,BWS NSW 1999 Culburra Beach,12fb3d52-5e7e-44d2-95eb-735eed146678,Inverter,STP 15000TL-30,1901319904,15.41,15000,12fb3d52-5e7e-44d2-95eb-735eed146678,2019-04-09 0:00:00,L1S001,Exemplar Data AC,2022/11/08,2022/11/08,
Woolworths,BWS SA 5752 Seacliff,e9c3fe8e-a499-4ba9-bd01-b0c5023f2396,sma,Proprietary,BWS SA 5752 Seacliff,f9ff5675-03ea-4727-95a9-f941335293d9,Inverter,STP 15000TL-30,1901319999,15.41,15000,f9ff5675-03ea-4727-95a9-f941335293d9,2019-07-30 0:00:00,L1S001,Exemplar Data AC,2022/12/23,2022/12/25,
Woolworths,BWS WA 4121 Leeming,c7f8761c-ccb3-4b78-b71f-4d2d0c3aaab5,sma,Proprietary,BWS WA 4121 Leeming,cf146ea2-85e5-493d-bc10-95451b81c306,Inverter,STP 10000TL-20,305122825,10.25,10000,cf146ea2-85e5-493d-bc10-95451b81c306,2019-07-15 0:00:00,L1S001,Exemplar Data AC,2023/04/18,2023/04/19,
Woolworths,BWS WA 4121 Leeming,c7f8761c-ccb3-4b78-b71f-4d2d0c3aaab5,sma,Proprietary,BWS WA 4121 Leeming,cf146ea2-85e5-493d-bc10-95451b81c306,Inverter,STP 10000TL-20,305122825,10.25,10000,cf146ea2-85e5-493d-bc10-95451b81c306,2019-07-15 0:00:00,L1S001,Exemplar Data AC,2023/02/01,2023/02/01,
Woolworths,BWS WA 4153 Baldivis,b318cee1-1f2a-4805-ac83-9f3487c5a1d8,sma,Proprietary,BWS WA 4153 Baldivis,62d91960-7ca3-4dad-be70-86a1fd9b869f,Inverter,STP 25000TL-30,1901361828,25.75,25000,62d91960-7ca3-4dad-be70-86a1fd9b869f,2020-02-04 0:00:00,L1S001,Exemplar Data AC,2023/01/04,2023/01/04,
Woolworths,BWS WA 4758 Merredin,00f2625f-62d3-4189-9c08-ada83dcd2b94,sma,Proprietary,BWS WA 4758 Merredin,121a1b52-265e-4909-a506-1551c8b42f83,Inverter,STP 15000TL-30,1901319998,15.41,15000,121a1b52-265e-4909-a506-1551c8b42f83,2019-07-19 0:00:00,L1S001,Exemplar Data AC,2022/12/28,2022/12/28,
Canterbury-Bankstown Council,Bankstown Arts Centre,0fdae93c-2e55-4f7c-8cf1-21795bc9b451,sma,Proprietary,Bankstown Arts Centre,76f1c9f8-3378-43fe-8f0c-01a4567ce954,Inverter,SB 2500,2000699188,2.04,2300,76f1c9f8-3378-43fe-8f0c-01a4567ce954,2013-09-26 0:00:00,L1S001,Exemplar Data AC,2023/02/03,2023/02/03,
Canterbury-Bankstown Council,CBC - Belmore Youth Centre,dda7b04c-b315-40ef-b3e6-0b81541078cd,sma,Proprietary,CBC - Belmore Youth Centre,91444954-7729-43a0-b636-9957c2bffffd,Inverter,STP 12000TL-20,305050268,12.28,12000,91444954-7729-43a0-b636-9957c2bffffd,2018-02-22 0:00:00,L1S001,Exemplar Data AC,2023/02/04,2023/02/05,
Western Sydney LHD,Blacktown Hospital,89f4dfee-9a80-44b7-8ca2-1f693175ab24,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,760,NaN,ADWM-8A18-N44Q-9JB9,NaN,L1S001,Exemplar Data AC,2022/06/08,2022/06/10,
Western Sydney LHD,Blacktown Hospital and Admin,ee04f890-c6b7-4fc6-9a29-72cae07d84ae,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,863,NaN,1367154,NaN,L1S001,Exemplar Data AC,2023/05/19,2023/05/19,
Northern NSW LHD,Byron Bay Hospital,c523975a-75e9-4198-9f77-2e7198aa331c,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,720,NaN,3045325,NaN,L1S001,Exemplar Data AC,2023/06/14,2023/06/15,
Property NSW,PNSW - 130 Johnston St Casino,808889a5-ee9e-47b1-971e-5cb09b1026a6,fronius,Proprietary,PNSW - 130 Johnston St Casino,38adba3c-c409-4549-a03a-ad4b0008583f,Inverter,Fronius Symo 15.0-3-M,31450136,16.16,15000,38adba3c-c409-4549-a03a-ad4b0008583f,2021-06-18 0:00:00,L1S001,Exemplar Data AC,2023/05/22,2023/05/24,
Newcastle City Council,City Admin Centre,54d44e85-59b5-40ee-8581-919698259463,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,77.22,NaN,0001c027d724,NaN,L1S001,Exemplar Data AC,2022/06/14,15/06/2022,
Aldi,Aldi Bunbury,c2b6be72-3b29-4a75-a833-dd9a13cc165e,fronius,Proprietary,Aldi Bunbury,a6e623b2-105d-47c5-a0e9-aa5e006a9faf,Inverter,FRONIUS Eco 27.0-3-S,31147815,33.25,27000,a6e623b2-105d-47c5-a0e9-aa5e006a9faf,2019-07-17 0:00:00,L1F002,Generation Clipping,2022/12/22,2022/12/28,
Property NSW,PNSW - 25-27 Water Works Rd Albury,0c5b7998-cc86-48f9-8b80-807f371ca462,fronius,Proprietary,PNSW - 25-27 Water Works Rd Albury,68490a2f-60b2-4c58-89de-ad580067bbff,Inverter,FRONIUS Eco 27.0-3-S,31243041,34.96,27000,68490a2f-60b2-4c58-89de-ad580067bbff,2021-07-01 0:00:00,L1F002,Generation Clipping,2023/03/15,2023/03/16,
Property NSW,PNSW - 130 Taylor St Armidale,f34224e1-24c0-4d4a-be9d-44ce4d4c2634,fronius,Proprietary,PNSW - 130 Taylor St Armidale,8dc372fe-3361-4aff-9ba0-ad97003734e6,Inverter,FRONIUS Eco 25.0-3-S,31501580,28.18,25000,8dc372fe-3361-4aff-9ba0-ad97003734e6,2021-09-02 0:00:00,L1F003,Zero Generation,2022/12/26,2022/12/27,
Property NSW,Bathurst - 346 Panorama Avenue,4bb0cf84-b2d7-4050-a3b6-d61ea26b1c01,fimer,Proprietary,Bathurst - 346 Panorama Avenue,22131936,Inverter,PVS-100-TL-OUTD,120875-3P80-3518,95.76,100000,22131936,2019-07-17 7:00:00,L1F011,Non-Zero Tripping,2022/12/14,2022/12/19,
Property NSW,"""Bathurst - 346 Panorama Avenue """,4bb0cf84-b2d7-4050-a3b6-d61ea26b1c01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2022/06/17,2022/06/30,
Property NSW,Botany - 5-9 Lord Street (96kW) (TfNSW),1f07c3ff-bc2c-4c61-9844-db5c2ab437f5,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,96.6,NaN,JNGL-I2PF-KMWN-XA64,NaN,L1F003,Zero Generation,2022/07/01,2022/07/02,
Property NSW,PNSW - 130 Johnston St Casino,290862ea-6498-4da0-8bb9-ed4de6cc72cc,fronius,Proprietary,PNSW - 130 Johnston St Casino,18b62223-a85a-41ed-9698-ad4b00085831,Inverter,Fronius Symo 8.2-3-M,31433938,8.84,8200,18b62223-a85a-41ed-9698-ad4b00085831,2021-06-18 0:00:00,L1F002,Generation Clipping,2022/10/29,2022/10/31,
Property NSW,PNSW - 130 Johnston St Casino,290862ea-6498-4da0-8bb9-ed4de6cc72cc,fronius,Proprietary,PNSW - 130 Johnston St Casino,18b62223-a85a-41ed-9698-ad4b00085831,Inverter,Fronius Symo 8.2-3-M,31433938,8.84,8200,18b62223-a85a-41ed-9698-ad4b00085831,2021-06-18 0:00:00,L1F011,Non-Zero Tripping,2022/11/20,2022/11/26,
Property NSW,Cootamundra - 87 Cooper Street,887da104-74ae-4bb8-a633-4ac45a6fb6ab,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2023/05/31,2023/06/18,
Property NSW,Lithgow - 61 Railway Parade,89926d55-19ea-4e9d-9f05-d26c61bb97a6,fimer,Proprietary,Lithgow - 61 Railway Parade,23779471,Inverter,PVS-100-TL-OUTD,120649-3P80-4418,82.08,100000,23779471,2019-07-11 7:00:00,L1F011,Non-Zero Tripping,2022/11/08,2022/11/10,
Property NSW,PNSW Transport Yass,9be09864-7373-47da-af90-302608f130df,fronius,Proprietary,PNSW Transport Yass,e4cb93e4-9492-477e-901c-ae7000197ada,Inverter,FRONIUS Eco 25.0-3-S,31458403,30.36,25000,e4cb93e4-9492-477e-901c-ae7000197ada,2022-04-07 0:00:00,L1F002,Generation Clipping,2022/11/03,2022/11/20,
Property NSW,Yass - 1401 Yass Valley Way,9be09864-7373-47da-af90-302608f130df,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F005,Major Underperformance,2022/10/29,2023/02/12,
Property NSW,PNSW Transport Yass,9be09864-7373-47da-af90-302608f130df,fronius,Proprietary,PNSW Transport Yass,e4cb93e4-9492-477e-901c-ae7000197ada,Inverter,FRONIUS Eco 25.0-3-S,31458403,30.36,25000,e4cb93e4-9492-477e-901c-ae7000197ada,2022-04-07 0:00:00,L1F001,Generation Tripping,2023/02/02,2023/02/03,
Property NSW,PNSW Transport Yass,9be09864-7373-47da-af90-302608f130df,fronius,Proprietary,PNSW Transport Yass,7193486a-bebd-4ff8-8c60-ae7000197adf,Inverter,FRONIUS Eco 25.0-3-S,31458398,30.36,25000,7193486a-bebd-4ff8-8c60-ae7000197adf,2022-04-07 0:00:00,L1F011,Non-Zero Tripping,2023/04/18,2023/04/20,
Aldi,Aldi Northam,8f993052-051b-4f88-afed-bce0edb30986,fronius,Proprietary,Aldi Northam,a2ed8f92-46f3-43b3-88df-f14083d95f22,Inverter,FRONIUS Eco 27.0-3-S,29041534,27,27000,a2ed8f92-46f3-43b3-88df-f14083d95f22,2000-01-01 0:00:00,L1F011,Non-Zero Tripping,2022/12/17,2022/12/20,
Aldi,ALDI Northam,8f993052-051b-4f88-afed-bce0edb30986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F005,Major Underperformance,2023/01/22,2023/03/26,
Canterbury-Bankstown Council,CCBC Anzac Street Depot,8aa37e23-8df6-480a-8e14-1bde779f201b,sungrow,Proprietary,CCBC Anzac Street Depot,1046505_1_1_1,Inverter,SG30CX,A2004160056,30,30000,1046505_1_1_1,2021-03-18 7:26:01,L1F001,Generation Tripping,2022/11/18,2022/11/19,
Canterbury-Bankstown Council,Chester Hill Community Centre,85af8217-023d-4fa0-8273-52119fa35fcc,sma,Proprietary,Chester Hill Community Centre,cc1c9389-b841-4254-9e3b-2936a09e1d27,Inverter,STP 10000TL-20,305038624,8.24,10000,cc1c9389-b841-4254-9e3b-2936a09e1d27,2017-10-26 0:00:00,L1F004,Recurring Underperformance,2022/11/07,2022/11/11,
Canterbury Bankstown Council,Chester Hill Community Centre,85af8217-023d-4fa0-8273-52119fa35fcc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2023/01/15,2023/01/29,
Canterbury-Bankstown Council,Revesby Community Centre,73b943de-2397-404e-a54f-03b9ccce9509,sma,Proprietary,Revesby Community Centre,71a8f68f-956d-4aca-9af4-9b8616f08da4,Inverter,SB 2500,2001246895,2.64,2300,71a8f68f-956d-4aca-9af4-9b8616f08da4,2013-09-26 0:00:00,L1F004,Recurring Underperformance,2022/11/07,2022/11/11,
Canterbury Bankstown Council,Revesby Community Centre,73b943de-2397-404e-a54f-03b9ccce9509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2022/12/05,2022/01/18,
Northern Sydney LHD,Hornsby Hospital-Star Building,09ad1b91-c082-45b8-bf66-444316ff0312,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,409.95,NaN,MIBK-FTUK-VY8B-Y3SR,NaN,L1F011,Non-Zero Tripping,2022/12/14,2022/12/17,
Woolworths,BW NSW 137 Young,7518fd86-2ed9-4448-ab21-4a59e04158e5,sma,Proprietary,BW NSW 137 Young,7048503,Inverter,STP 110-60,A20B2702471,99.9,110000,7048503,2021-09-28 0:00:00,L1F011,Non-Zero Tripping,2022/11/17,2022/11/18,
,,,,,,,,,,,,,,,,,,
Woolworths,BW SA 551 Cumberland Park,ed9bf37c-6850-4e77-a5cc-67fea38f317a,sma,Proprietary,BW SA 551 Cumberland Park,7469530,Inverter,STP 110-60,A2142507221,91.35,110000,7469530,2022-01-10 0:00:00,L1F000,No Data,2022/11/27,2023/02/19,
Woolworths,BW SA 551 Cumberland Park,ed9bf37c-6850-4e77-a5cc-67fea38f317a,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2023/05/25,2023/06/13,
Woolworths,BW VIC 388 Wonthaggi,a6197c36-9021-4543-919c-02b468be067f,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F009,Winter Underperformance,2023/06/08,2023/06/12,
Woolworths,BW VIC 388 Wonthaggi,a6197c36-9021-4543-919c-02b468be067f,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2023/03/11,2023/03/21,
Woolworths,BW VIC 392 Echuca,3b104103-0761-498d-9607-f171181bdbe0,sungrow,Proprietary,BW VIC 392 Echuca,1166767_1_1_1,Inverter,SG110CX,A2161806297,99.9,110000,1166767_1_1_1,2022-09-08 9:50:18,L1F000,No Data,2022/12/22,2022/12/28,
Woolworths,BW VIC 392 Echuca,3b104103-0761-498d-9607-f171181bdbe0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F005,Major Underperformance,2022/11/25,2022/12/20,
Woolworths,BW VIC 392 Echuca,3b104103-0761-498d-9607-f171181bdbe0,sungrow,Proprietary,BW VIC 392 Echuca,1166767_1_1_1,Inverter,SG110CX,A2161806297,99.9,110000,1166767_1_1_1,2022-09-08 9:50:18,L1F004,Recurring Underperformance,2022/12/16,2022/12/21,
Woolworths,BWS NSW 1711 Riverstone,0afbd98c-fc84-493a-afda-1e1c34e62a0f,sungrow,Proprietary,BWS NSW 1711 Riverstone,1138509_1_2_1,Inverter,SG50CX,A2192201741,51.99,50000,1138509_1_2_1,2022-03-28 13:31:17,L1F011,Non-Zero Tripping,2023/03/02,2023/03/04,
Woolworths,BWS NSW 1888 Kempsey,de2076b7-1cb6-4d23-abe2-635375bd11d4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2023/05/21,2023/06/02,
Woolworths,BWS NSW 1888 Kempsey,de2076b7-1cb6-4d23-abe2-635375bd11d4,sungrow,Proprietary,BWS NSW 1888 Kempsey,1177474_1_1_1,Inverter,SG30CX,A2172410721,30.36,30000,1177474_1_1_1,2022-11-02 13:31:24,L1F011,Non-Zero Tripping,2022/11/15,2022/11/19,
Woolworths,BWS NSW 1876 Petersham,8251e0e3-6079-4b53-8b4c-ad945d36a893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F009,Winter Underperformance,2023/06/06,2023/06/21,
Woolworths,BWS SA 5557 Eastwood,1b82f22c-ec53-43a8-80bb-bcc713a1117c,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F009,Winter Underperformance,2023/06/11,2023/07/09,
Woolworths,BWS SA 5743 Ascot park,7b673a18-2d67-4e1e-bedb-b303d13e4f67,sma,Proprietary,BWS SA 5743 Ascot park,363b4e21-cb2c-4502-bbf0-5d517622578e,Inverter,STP 20000TL-30,1901279263,20.55,20000,363b4e21-cb2c-4502-bbf0-5d517622578e,2019-04-12 0:00:00,L1F011,Non-Zero Tripping,2022/11/16,2022/11/17,
Woolworths,BWS SA 5756 Murray Bridge,5e8d80a6-5ca7-4d2a-99ba-dcf07994efe0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2022/12/18,2023/01/28,
Woolworths,BWS VIC 3404 Diamond Creek,36b24e01-4c21-422d-a585-67fc56bf8ede,sungrow,Proprietary,BWS VIC 3404 Diamond Creek,1153436_1_2_1,Inverter,SG15RT,A2180337552,15,15000,1153436_1_2_1,2022-06-29 15:49:08,L1F000,No Data,2023/03/12,2023/06/04,
Woolworths,BWS VIC 3404 Diamond Creek,36b24e01-4c21-422d-a585-67fc56bf8ede,sungrow,Proprietary,BWS VIC 3404 Diamond Creek,1153436_1_2_1,Inverter,SG15RT,A2180337552,15,15000,1153436_1_2_1,2022-06-29 15:49:08,L1F011,Non-Zero Tripping,2023/03/07,2023/03/08,
Woolworths,BWS WA 4002 Belmont,692d1b44-f917-4a8f-b9a2-09c77e38f3b2,sma,Proprietary,BWS WA 4002 Belmont,b4966e42-a8de-4613-9278-51071068521d,Inverter,STP 20000TL-30,1901356484,20.55,20000,b4966e42-a8de-4613-9278-51071068521d,2020-01-24 0:00:00,L1S001,Exemplar Data AC,2023/01/01,2023/02/04,
Woolworths,BWS WA 4119 Maida Vale,d20447e8-ceb6-4eda-9419-3e479494d18e,sma,Proprietary,BWS WA 4119 Maida Vale,2bb0a158-2b9b-4cc8-b6be-91874cfde7aa,Inverter,STP 20000TL-30,1901320146,20.55,20000,2bb0a158-2b9b-4cc8-b6be-91874cfde7aa,2019-08-02 0:00:00,L1S001,Exemplar Data AC,2022/12/14,2023/01/01,
Woolworths,BWS WA 4121 Leeming,01ac36e1-93de-4c6c-a5d7-5c1a530985c6,sma,Proprietary,BWS WA 4121 Leeming,cf146ea2-85e5-493d-bc10-95451b81c306,Inverter,STP 10000TL-20,305122825,10.25,10000,cf146ea2-85e5-493d-bc10-95451b81c306,2019-07-15 0:00:00,L1S001,Exemplar Data AC,2022/12/16,2023/01/01,
Woolworths,BWS WA 4144 Albany Hardie Rd,c5e8ad5f-9a60-417b-8439-fb3771b62cf0,sma,Proprietary,BWS WA 4144 Albany Hardie Rd,437d284d-6a30-4a8f-90fc-56d1ce8a02da,Inverter,STP 25000TL-30,1901361911,29.4,25000,437d284d-6a30-4a8f-90fc-56d1ce8a02da,2020-06-27 0:00:00,L1F001,Generation Tripping,2023/01/10,2023/01/11,
Woolworths,BWS WA 4153 Baldivis,257ea68f-eabd-49a8-be6d-eff4445019b8,sma,Proprietary,BWS WA 4153 Baldivis,62d91960-7ca3-4dad-be70-86a1fd9b869f,Inverter,STP 25000TL-30,1901361828,25.75,25000,62d91960-7ca3-4dad-be70-86a1fd9b869f,2020-02-04 0:00:00,L1S001,Exemplar Data AC,2022/12/15,2022/12/30,
Woolworths,BWS WA 4167 Dalyellup,6bf24d51-0a87-4c01-851c-bbe07d43988f,sma,Proprietary,BWS WA 4167 Dalyellup,13c77370-355b-4f98-861f-11088cf9494d,Inverter,STP10.0-3AV-40,3004217841,10.3,10000,13c77370-355b-4f98-861f-11088cf9494d,2019-09-10 0:00:00,L1S001,Exemplar Data AC,2022/12/22,2022/12/31,
Woolworths,BWS WA 4568 Coolbellup,0b940650-10fe-4e50-8739-4fc71a0c2268,sma,Proprietary,BWS WA 4568 Coolbellup,4e652a4c-f692-49db-a404-e908efd2cf14,Inverter,STP 15000TL-30,1901319763,15.41,15000,4e652a4c-f692-49db-a404-e908efd2cf14,2019-09-19 0:00:00,L1S001,Exemplar Data AC,2023/01/08,2023/02/04,
Woolworths,BWS WA 4758 Merredin,b77d034f-f9dc-48e1-b876-afb40c197b37,sma,Proprietary,BWS WA 4758 Merredin,121a1b52-265e-4909-a506-1551c8b42f83,Inverter,STP 15000TL-30,1901319998,15.41,15000,121a1b52-265e-4909-a506-1551c8b42f83,2019-07-19 0:00:00,L1F003,Zero Generation,2023/01/15,2023/03/12,
Bathurst Regional Council,Aquatic Centre,0db997df-a498-41ac-b4cb-c9911d6e766f,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F005,Major Underperformance,2022/05/10,2022/05/15,
Bathurst Regional Council,Aquatic Centre,0db997df-a498-41ac-b4cb-c9911d6e766f,sma,Proprietary,Bathurst Aquatic Centre,2377e538-9c70-4038-b14a-e605e99b1d63,Inverter,STP 25000TL-30,1901289395,25,25000,2377e538-9c70-4038-b14a-e605e99b1d63,2019-07-11 0:00:00,L1F000,No Data,2023/05/04,2023/06/21,
Bathurst Regional Council,BVIC Expansion 2018,6d04bfc5-ac77-462a-b0d4-9c58e472c5e2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F005,Major Underperformance,2023/03/05,2023/03/10,
Bathurst Regional Council,BVIC Expansion 2018,6d04bfc5-ac77-462a-b0d4-9c58e472c5e2,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,35.91,NaN,793032,NaN,L1F000,No Data,2023/03/08,2023/03/10,
Bathurst Regional Council,BVIC Expansion 2018,6d04bfc5-ac77-462a-b0d4-9c58e472c5e2,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,35.91,NaN,793032,NaN,L1F004,Recurring Underperformance,2023/03/16,2023/03/21,
Bathurst Regional Council,BVIC Expansion 2018,6d04bfc5-ac77-462a-b0d4-9c58e472c5e2,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,35.91,NaN,793032,NaN,L1F012,Night-Time Generation,2023/03/16,2023/03/21,
Bathurst Regional Council,BVIC Expansion 2018,6d04bfc5-ac77-462a-b0d4-9c58e472c5e2,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,35.91,NaN,793032,NaN,L1F011,Non-Zero Tripping,2023/04/01,2023/04/06,
Bathurst Regional Council,Bathurst Memorial,dc042ac4-c5f9-417b-9618-7fa1fe91753f,sma,Proprietary,BATHURST MEMORIAL,5541097,Inverter,STP50-40,3004989202,60.28,50000,5541097,2020-07-17 0:00:00,L1F011,Non-Zero Tripping,2022/08/06,2022/08/11,
Bathurst Regional Council,Bathurst Memorial,dc042ac4-c5f9-417b-9618-7fa1fe91753f,sma,Proprietary,BATHURST MEMORIAL,5541098,Inverter,STP 25000TL-30,1901364322,30.14,25000,5541098,2020-07-17 0:00:00,L1F011,Non-Zero Tripping,2022/08/06,2022/08/11,
Bathurst Regional Council,Bathurst Memorial Entertainment Centre (BMEC),dc042ac4-c5f9-417b-9618-7fa1fe91753f,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L1F006,Minor Underperformance,2023/05/04,2023/05/29,
Bathurst Regional Council,Bathurst Memorial,dc042ac4-c5f9-417b-9618-7fa1fe91753f,sma,Proprietary,BATHURST MEMORIAL,5541097,Inverter,STP50-40,3004989202,60.28,50000,5541097,2020-07-17 0:00:00,L1F000,No Data,2023/03/14,2023/03/23,
Bathurst Regional Council,Bathurst Memorial,dc042ac4-c5f9-417b-9618-7fa1fe91753f,sma,Proprietary,BATHURST MEMORIAL,5541097,Inverter,STP50-40,3004989202,60.28,50000,5541097,2020-07-17 0:00:00,L1F012,Night-Time Generation,2023/03/24,2023/03/30,
Bathurst Regional Council,Bathurst Memorial,dc042ac4-c5f9-417b-9618-7fa1fe91753f,sma,Proprietary,BATHURST MEMORIAL,5541097,Inverter,STP50-40,3004989202,60.28,50000,5541097,2020-07-17 0:00:00,L1F014,Excessive Generation,2022/08/08,2022/08/08,
Bathurst Regional Council,Bathurst Memorial,dc042ac4-c5f9-417b-9618-7fa1fe91753f,sma,Proprietary,BATHURST MEMORIAL,5541097,Inverter,STP50-40,3004989202,60.28,50000,5541097,2020-07-17 0:00:00,L1F002,Generation Clipping,2022/12/25,2022/12/28,
Bathurst Regional Council,Bathurst Scallywags,6663ac6e-2c12-4305-9633-4f708f644940,solarAnalytics,Smart Meter,Scally wags Bathurst,233005,NaN,NaN,NaN,18.44,NaN,233005,NaN,L1F011,Non-Zero Tripping,2022/08/06,2022/08/08,
Bathurst Regional Council,Bathurst Scallywags,6663ac6e-2c12-4305-9633-4f708f644940,solarAnalytics,Smart Meter,Scally wags Bathurst,233005,NaN,NaN,NaN,18.44,NaN,233005,NaN,L1F014,Excessive Generation,2022/08/08,2022/08/08,
Bathurst Regional Council,Central Tablelands Collection Facility,5eace013-ae4b-4bc5-a412-2df20a956941,solarAnalytics,Smart Meter,Central Tablelands Collection Facility,316268,NaN,NaN,NaN,99.9,NaN,316268,NaN,L1F011,Non-Zero Tripping,2022/09/12,2022/09/14,
Bathurst Regional Council,Central Tablelands Collection Facility,5eace013-ae4b-4bc5-a412-2df20a956941,solarAnalytics,Smart Meter,Central Tablelands Collection Facility,316268,NaN,NaN,NaN,99.9,NaN,316268,NaN,L1F013,Negative Generation,2022/09/07,2022/09/08,
Bathurst Regional Council,Central Tablelands Collection Facility,5eace013-ae4b-4bc5-a412-2df20a956941,solarAnalytics,Smart Meter,Central Tablelands Collection Facility,316268,NaN,NaN,NaN,99.9,NaN,316268,NaN,L1F014,Excessive Generation,2022/09/08,2022/09/08,
Bathurst Regional Council,Central Tablelands Collection Facility,5eace013-ae4b-4bc5-a412-2df20a956941,solarAnalytics,Smart Meter,Central Tablelands Collection Facility,316268,NaN,NaN,NaN,99.9,NaN,316268,NaN,L1F000,No Data,2022/10/14,2022/10/16,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F001,Generation Tripping,2023/01/04,2023/01/04,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F001,Generation Tripping,2023/01/30,2023/01/30,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F001,Generation Tripping,2022/10/08,2022/10/08,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F002,Generation Clipping,2022/08/22,2022/08/22,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F002,Generation Clipping,2022/09/11,2022/09/11,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F002,Generation Clipping,2022/09/12,2022/09/12,
Campbelltown Council,Amber Cottage ELC,e3074733-ed75-4190-95e7-3b9331f13893,solarAnalytics,Smart Meter,Amber Cottage ELC,301045,NaN,NaN,NaN,20,NaN,301045,NaN,L1F002,Generation Clipping,2023/02/16,2023/02/16,
